Seed,Score,ExecTime,N,M,T,U,GridMean,GridStd,GridMax,GridMin,AvgGradient,MaxGradient,HighValueConcentration,MaxDistFromCenter,CenterEdgeRatio,CenterMean,EdgeMean,CornersMean,EnemyAvgDistance,EnemySpread,EnemyCentroidFromCenter,EnemyAvgValue,EnemyMinDistToHighValue
0166,494571,1874,10,2,100,4,1000.00,576.23,2337,163,307.07,1047,1.93,3.00,1.16,1096.11,945.94,807.50,5.00,0.00,2.50,612.50,4.50
0167,189644,1877,10,8,100,2,1000.00,322.95,2016,548,170.75,783,1.75,2.00,1.34,1191.94,892.03,700.75,7.00,0.00,4.50,744.50,6.00
0168,76996,1830,10,7,100,5,1000.00,255.56,1829,883,79.32,921,2.72,2.00,1.11,1066.36,962.67,930.00,4.00,0.76,2.60,931.20,2.60
0169,215210,1879,10,3,100,3,1000.00,243.77,1481,479,86.29,374,1.69,2.00,1.26,1151.61,914.72,751.00,8.00,2.27,1.67,958.00,4.33
0170,106749,1872,10,3,100,4,1000.00,50.70,1072,916,55.03,153,4.26,6.00,0.99,994.28,1003.22,996.25,4.00,0.51,5.67,959.33,3.00
0171,107048,1859,10,8,100,5,1000.00,415.16,2320,465,124.97,465,1.80,5.00,1.10,1062.00,965.12,853.25,7.80,2.76,0.60,1039.40,3.80
0172,456765,1859,10,3,100,1,1000.00,276.35,2029,544,176.67,598,1.69,5.00,1.09,1055.94,968.53,819.75,0.00,0.00,6.00,776.00,7.00
0173,120885,1880,10,6,100,4,1000.00,349.53,1600,777,75.11,817,2.84,2.00,1.05,1034.47,980.61,797.25,9.00,1.68,1.50,993.00,4.00
0174,107009,1864,10,2,100,4,1000.00,494.27,2493,343,464.67,2105,2.50,6.00,0.89,928.72,1040.09,1096.50,6.00,0.00,2.00,837.50,3.50
0175,196863,1834,10,6,100,1,1000.00,393.84,1777,360,288.57,1167,3.88,4.00,1.22,1131.67,925.94,625.00,0.00,0.00,3.00,1116.00,1.00
0176,462163,1883,10,2,100,3,1000.00,453.45,2366,327,467.83,1726,5.57,9.00,0.98,984.03,1008.98,1707.50,6.00,0.00,1.00,1077.50,2.50
0177,128442,1876,10,7,100,4,1000.00,300.47,1518,464,342.68,985,4.25,1.00,0.99,996.44,1002.00,1194.25,8.67,3.20,1.50,898.25,2.75
0178,110553,1855,10,8,100,4,1000.00,295.86,2072,534,205.97,659,1.87,4.00,1.23,1135.61,923.72,855.50,4.00,0.82,3.50,921.25,2.75
0179,152252,1864,10,3,100,3,1000.00,555.74,2642,242,423.63,1956,1.69,5.00,1.15,1092.75,947.83,1003.25,8.00,1.90,2.67,1615.33,3.33
0180,210540,1880,10,5,100,2,1000.00,248.15,2026,587,142.01,609,1.52,6.00,1.03,1016.67,990.62,907.50,2.00,0.00,2.00,907.50,6.00
0181,273209,1851,10,4,100,1,1000.00,390.81,2152,452,161.50,458,1.55,2.00,1.81,1401.92,773.92,522.50,0.00,0.00,6.00,610.00,5.00
0182,130144,1878,10,6,100,4,1000.00,772.87,3963,232,434.60,2148,1.60,2.00,2.47,1616.06,653.47,608.50,9.33,1.29,0.00,599.00,4.25
0183,118398,1869,10,5,100,2,1000.00,524.47,2146,308,581.51,1745,4.79,4.00,0.93,950.89,1027.62,760.50,5.00,0.00,2.50,1066.00,2.50
0184,100602,1816,10,7,100,1,1000.00,154.96,1246,723,187.30,491,6.33,6.00,0.95,966.22,1019.00,926.00,0.00,0.00,6.00,1112.00,2.00
0185,140882,1882,10,2,100,3,1000.00,531.57,2033,338,605.59,1695,4.53,5.00,1.11,1067.61,961.97,1676.75,15.00,0.00,0.50,853.00,2.50
0186,200867,1869,10,3,100,2,1000.00,145.68,1276,645,69.08,180,1.95,3.00,1.26,1151.56,914.75,722.00,7.00,0.00,5.50,954.00,3.50
0187,268289,1874,10,2,100,3,1000.00,548.34,2087,295,618.69,1707,4.74,6.00,1.08,1046.78,973.69,1686.75,13.00,0.00,2.50,1090.00,2.50
0188,159311,1860,10,3,100,1,1000.00,261.10,1878,540,206.48,787,2.17,3.00,1.16,1096.08,945.95,791.00,0.00,0.00,3.00,789.00,3.00
0189,192201,1853,10,8,100,2,1000.00,643.99,2952,289,283.54,1166,1.62,3.00,1.75,1377.06,787.91,572.75,10.00,0.00,2.00,967.50,2.50
0190,139796,1860,10,8,100,3,1000.00,304.50,1900,572,213.29,953,2.23,4.00,0.90,930.61,1039.03,1071.00,6.67,1.73,1.33,923.00,6.00
0191,57572,1851,10,7,100,3,1000.00,446.32,2477,362,431.16,1273,3.19,7.00,0.92,947.75,1029.39,1183.75,6.00,0.77,3.67,1501.67,3.00
0192,124044,1868,10,7,100,5,1000.00,263.34,2256,648,130.22,641,2.88,8.00,1.04,1026.67,985.00,1031.75,6.00,1.10,3.00,848.40,5.20
0193,348901,1849,10,2,100,1,1000.00,239.98,2154,695,96.08,629,1.67,4.00,1.07,1046.22,974.00,862.75,0.00,0.00,6.00,1302.00,0.00
0194,84001,1866,10,5,100,5,1000.00,213.65,1737,605,164.88,455,1.79,1.00,1.28,1162.44,908.62,684.00,9.00,1.13,1.60,933.60,4.60
0195,140369,1828,10,6,100,3,1000.00,602.44,2877,220,592.01,2408,1.62,5.00,1.17,1102.86,942.14,948.75,8.67,2.52,2.67,1265.00,5.33
0196,489793,1851,10,2,100,1,1000.00,231.39,1537,537,231.48,626,2.30,2.00,1.18,1108.47,938.98,929.00,0.00,0.00,5.00,823.00,5.00
0197,107719,1861,10,7,100,4,1000.00,487.85,1932,350,553.44,1545,4.98,5.00,0.99,996.44,1002.00,490.75,7.50,2.68,2.75,681.25,1.50
0198,113345,1871,10,5,100,3,1000.00,111.28,1202,823,135.84,362,4.07,5.00,0.98,986.31,1007.70,975.00,6.00,0.84,3.33,1091.67,1.33
0199,169611,1881,10,6,100,4,1000.00,355.19,1662,359,131.81,463,1.77,4.00,1.17,1102.39,942.41,722.75,5.50,1.08,4.25,841.25,4.75
0200,108337,1907,10,7,100,4,1000.00,315.50,2125,440,273.66,750,2.86,8.00,1.01,1005.22,997.06,1027.75,7.67,2.06,4.00,1280.00,1.50
0201,257228,1866,10,4,100,1,1000.00,251.33,1990,597,130.37,517,2.23,9.00,1.00,997.03,1001.67,1102.25,0.00,0.00,5.00,850.00,5.00
0202,278074,1892,10,5,100,2,1000.00,467.96,1913,159,160.95,510,2.08,7.00,1.07,1045.28,974.53,792.50,7.00,0.00,3.50,1098.50,4.50
0203,165685,1876,10,2,100,4,1000.00,396.93,2419,454,433.96,1320,4.43,7.00,0.97,980.94,1010.72,747.75,2.00,0.00,1.00,829.50,3.00
0204,232993,1884,10,4,100,1,1000.00,185.85,1692,739,107.96,563,3.49,3.00,1.12,1075.47,957.55,859.25,0.00,0.00,6.00,859.00,4.00
0205,160579,1878,10,3,100,4,1000.00,489.31,1899,350,570.98,1539,5.27,5.00,0.97,982.22,1010.00,1126.50,6.00,1.84,4.33,1048.33,2.00
0206,109931,1880,10,5,100,5,1000.00,61.15,1083,879,65.81,202,5.07,4.00,0.99,996.00,1002.25,1061.50,5.40,1.05,1.60,1000.20,1.20
0207,136688,1874,10,6,100,3,1000.00,472.68,2432,452,364.61,1842,1.69,6.00,0.89,927.97,1040.52,673.00,4.67,0.19,2.00,654.33,4.33
0208,310756,1865,10,2,100,3,1000.00,313.50,1602,476,332.18,1098,5.59,6.00,0.96,971.31,1016.14,955.50,1.00,0.00,3.50,872.00,2.50
0209,82877,1863,10,6,100,3,1000.00,257.70,1442,508,314.69,880,4.63,6.00,1.04,1023.56,986.75,1034.25,3.33,1.26,5.33,1163.00,0.67
0210,232804,1889,10,3,100,1,1000.00,137.03,1314,694,101.96,317,2.78,4.00,1.15,1088.25,950.36,801.00,0.00,0.00,5.00,1063.00,1.00
0211,82081,1881,10,3,100,5,1000.00,281.10,2049,479,203.38,910,4.15,3.00,1.12,1072.78,959.06,976.75,3.33,0.51,4.33,1133.33,1.67
0212,128867,1893,10,3,100,3,1000.00,242.27,1719,618,236.16,1023,4.35,7.00,0.96,972.83,1015.28,911.75,11.33,3.02,2.33,1077.00,2.67
0213,88608,1893,10,5,100,3,1000.00,197.82,1915,702,136.01,431,2.00,7.00,0.95,966.50,1018.84,992.00,10.67,1.90,1.33,1153.33,4.67
0214,439883,1886,10,2,100,3,1000.00,229.45,1735,628,238.73,1006,5.74,8.00,0.97,980.61,1010.91,1027.25,8.00,0.00,1.00,1024.50,3.50
0215,121159,1882,10,6,100,5,1000.00,397.46,2039,624,128.08,619,1.80,3.00,1.31,1180.61,898.41,845.00,9.00,1.66,0.40,887.60,4.20
0216,179447,1880,10,2,100,1,1000.00,590.82,2490,285,453.84,2033,1.97,4.00,0.98,989.36,1005.98,760.00,0.00,0.00,8.00,1192.00,10.00
0217,222635,1815,10,8,100,1,1000.00,226.25,2042,677,129.61,545,1.50,1.00,1.33,1191.28,892.41,798.75,0.00,0.00,8.00,804.00,5.00
0218,104020,1854,10,8,100,2,1000.00,548.77,2413,226,514.05,1877,2.36,2.00,0.95,967.31,1018.39,1134.25,4.00,0.00,6.00,890.00,6.00
0219,309128,1878,10,2,100,3,1000.00,345.62,1634,495,388.14,1063,4.38,4.00,1.06,1037.22,979.06,970.25,4.00,0.00,4.00,1528.50,0.50
0220,102040,1854,10,7,100,4,1000.00,697.41,2909,247,282.49,961,1.57,3.00,1.60,1314.67,823.00,741.00,5.50,0.71,2.25,1224.25,1.75
0221,110714,1845,10,6,100,4,1000.00,718.92,3098,181,309.39,1079,1.60,8.00,0.98,988.08,1006.70,1032.75,2.83,0.91,1.75,1490.50,2.75
0222,233678,1861,10,2,100,2,1000.00,447.15,2611,419,201.52,900,1.80,7.00,1.06,1039.06,978.03,891.25,3.00,0.00,4.50,707.50,7.50
0223,166468,1878,10,3,100,4,1000.00,230.65,2163,694,157.57,804,1.69,5.00,1.03,1019.28,989.16,858.50,6.67,0.77,2.67,841.00,5.67
0224,94547,1863,10,3,100,5,1000.00,221.51,1645,569,166.33,716,2.38,3.00,1.14,1083.42,953.08,795.50,6.67,1.90,5.00,997.67,3.67
0225,104001,1848,10,7,100,3,1000.00,148.15,1269,716,160.86,475,4.36,2.00,1.04,1024.89,986.00,1081.00,2.67,0.51,5.00,1027.00,2.33
0226,187138,1874,10,3,100,5,1000.00,507.04,2061,284,576.62,1697,4.71,9.00,1.09,1052.86,970.27,1073.00,6.00,1.20,2.00,1004.67,2.67
0227,295933,1890,10,2,100,2,1000.00,73.06,1117,869,92.25,241,5.49,3.00,0.99,995.83,1002.34,978.00,9.00,0.00,1.50,988.50,3.00
0228,71111,1820,10,7,100,3,1000.00,468.37,1872,321,567.07,1487,3.26,2.00,1.29,1169.50,904.66,755.50,6.67,0.51,5.33,465.67,2.67
0229,96433,1875,10,4,100,3,1000.00,371.59,1676,314,105.92,301,1.88,5.00,1.13,1077.61,956.34,837.50,4.00,1.39,4.33,771.00,6.33
0230,76664,1842,10,6,100,4,1000.00,201.99,1426,481,121.48,536,2.38,3.00,1.23,1136.00,923.50,684.25,8.67,1.96,1.00,893.75,3.25
0231,157165,1878,10,5,100,2,1000.00,603.88,2768,276,544.65,2057,3.21,8.00,0.93,951.31,1027.39,984.25,6.00,0.00,5.00,1333.00,1.50
0232,148479,1860,10,8,100,3,1000.00,313.46,2611,590,139.18,853,1.55,7.00,0.97,978.25,1012.23,919.50,3.33,1.26,3.33,1225.33,1.67
0233,140881,1837,10,8,100,2,1000.00,134.54,1601,927,61.68,639,3.74,5.00,0.98,986.08,1007.83,960.50,4.00,0.00,2.00,964.50,2.00
0234,129546,1867,10,7,100,2,1000.00,623.20,3917,277,367.02,1993,2.93,4.00,1.06,1040.47,977.23,598.25,6.00,0.00,5.00,809.00,3.00
0235,228676,1879,10,4,100,3,1000.00,460.97,1898,371,533.19,1500,4.58,5.00,0.99,995.61,1002.47,965.50,4.67,1.84,3.67,918.67,1.33
0236,120158,1877,10,3,100,5,1000.00,254.78,1618,544,225.77,635,2.42,4.00,1.15,1091.83,948.34,896.75,5.33,1.26,6.33,682.00,6.33
0237,121331,1873,10,5,100,3,1000.00,443.11,3260,419,270.28,1293,1.97,6.00,1.05,1029.72,983.28,737.00,10.00,1.84,1.67,1174.67,3.33
0238,56293,1845,10,7,100,4,1000.00,662.62,4948,398,391.36,2650,1.70,6.00,0.80,859.89,1078.81,885.25,6.33,1.35,2.50,737.25,6.00
0239,171960,1887,10,5,100,2,1000.00,442.46,2127,276,475.98,1432,3.01,5.00,1.01,1004.14,997.67,975.75,16.00,0.00,1.00,1018.50,4.50
0240,357207,1840,10,5,100,1,1000.00,453.22,2272,357,389.21,1630,3.07,6.00,0.94,957.78,1023.75,1029.75,0.00,0.00,7.00,1404.00,8.00
0241,284328,1833,10,6,100,1,1000.00,335.39,2243,510,160.36,646,1.98,4.00,1.04,1022.25,987.48,893.50,0.00,0.00,3.00,1597.00,0.00
0242,293827,1883,10,2,100,3,1000.00,211.99,1939,659,125.88,618,1.57,4.00,1.06,1036.11,979.69,910.25,9.00,0.00,3.50,816.50,8.50
0243,220391,1880,10,3,100,3,1000.00,345.49,1613,348,320.08,1000,3.45,4.00,1.14,1085.47,951.92,803.75,8.00,2.34,3.33,457.00,4.67
0244,325625,1857,10,2,100,1,1000.00,184.04,1291,674,223.04,598,4.20,5.00,0.98,989.69,1005.80,959.75,0.00,0.00,1.00,1239.00,3.00
0245,141507,1839,10,7,100,2,1000.00,349.91,1701,430,418.98,1271,4.94,3.00,1.04,1028.19,984.14,745.50,9.00,0.00,1.50,961.50,2.50
0246,120899,1840,10,6,100,2,1000.00,171.51,2059,703,102.37,736,2.56,5.00,1.11,1068.14,961.67,865.25,6.00,0.00,5.00,1013.00,3.50
0247,90221,1886,10,5,100,5,1000.00,179.07,1586,719,96.08,485,5.04,6.00,0.99,991.72,1004.66,928.00,6.00,2.71,3.40,933.00,5.20
0248,119632,1848,10,7,100,5,1000.00,726.40,2730,201,470.38,2474,2.61,2.00,1.02,1011.06,993.78,777.00,7.00,1.88,3.20,1477.80,1.60
0249,214122,1881,10,3,100,1,1000.00,442.46,1946,389,510.41,1421,5.44,9.00,0.91,940.67,1033.38,1123.00,0.00,0.00,5.00,1134.00,3.00
0250,118624,1865,10,3,100,3,1000.00,549.71,2119,308,341.33,1395,2.56,5.00,1.21,1126.06,929.09,493.00,7.33,1.02,2.67,756.33,3.67
0251,139377,1879,10,3,100,5,1000.00,456.64,1999,214,362.36,1565,2.94,4.00,1.27,1155.28,912.66,838.75,8.67,2.91,3.33,1010.33,3.33
0252,80301,1844,10,6,100,3,1000.00,187.19,1318,692,219.14,574,4.74,7.00,1.03,1016.86,990.52,1016.00,6.67,0.51,1.33,1176.33,1.00
0253,135153,1834,10,8,100,2,1000.00,279.83,1934,526,277.92,803,2.46,3.00,1.20,1121.11,931.88,879.75,4.00,0.00,5.00,766.00,3.00
0254,141875,1871,10,6,100,5,1000.00,112.71,1209,812,130.80,386,4.88,7.00,0.99,994.44,1003.12,879.50,5.40,1.40,0.80,1054.00,1.40
0255,127046,1853,10,6,100,1,1000.00,21.13,1035,959,24.84,74,5.16,4.00,1.00,997.61,1001.34,993.50,0.00,0.00,7.00,997.00,1.00
0256,305026,1873,10,2,100,3,1000.00,263.37,2045,548,165.07,528,1.72,4.00,1.22,1128.50,927.72,767.00,8.00,0.00,3.00,884.00,5.00
0257,74501,1853,10,7,100,3,1000.00,306.02,2487,662,119.24,874,2.45,9.00,1.16,1096.83,945.53,1188.50,9.33,2.83,2.00,1007.33,3.00
0258,115061,1863,10,3,100,3,1000.00,564.61,2169,278,603.78,1720,4.99,6.00,0.98,987.19,1007.20,1232.25,5.33,1.07,4.33,1229.67,1.33
0259,122080,1892,10,2,100,5,1000.00,188.31,1644,704,95.02,311,1.52,2.00,1.25,1146.47,917.61,811.50,8.00,0.00,4.00,999.50,4.00
0260,115478,1872,10,3,100,1,1000.00,392.37,2271,418,300.97,1173,2.38,7.00,0.98,984.83,1008.53,765.25,0.00,0.00,4.00,1092.00,1.00
0261,261348,1845,10,8,100,1,1000.00,574.14,2850,302,251.27,821,1.69,9.00,0.83,881.78,1066.50,1222.00,0.00,0.00,5.00,491.00,10.00
0262,125468,1892,10,4,100,4,1000.00,149.60,1544,792,55.03,264,1.69,4.00,1.06,1038.06,978.59,886.75,4.83,1.93,3.25,1236.25,1.00
0263,256231,1855,10,5,100,1,1000.00,329.89,1627,369,125.23,456,1.55,2.00,1.50,1271.72,847.16,566.25,0.00,0.00,7.00,854.00,4.00
0264,177709,1853,10,8,100,2,1000.00,326.66,1655,511,363.46,1098,4.76,7.00,0.98,985.25,1008.30,1372.00,6.00,0.00,4.00,782.00,1.50
0265,137820,1869,10,5,100,2,1000.00,343.10,1987,478,365.92,1336,1.62,3.00,1.26,1151.78,914.62,905.00,6.00,0.00,5.00,1048.00,3.00
0266,436934,1892,10,2,100,4,1000.00,171.82,1703,721,88.37,406,1.90,2.00,1.28,1163.25,908.17,791.25,7.00,0.00,2.50,913.50,3.00
0267,233060,1896,10,3,100,2,1000.00,542.37,2203,292,608.78,1884,4.79,2.00,0.95,966.25,1018.98,1011.00,3.00,0.00,2.50,1306.50,1.00
0268,278796,1880,10,3,100,2,1000.00,56.64,1092,877,68.06,205,4.25,4.00,1.00,997.31,1001.52,940.50,5.00,0.00,4.50,966.00,2.50
0269,93922,1837,10,6,100,3,1000.00,499.06,2207,395,331.10,1629,2.05,4.00,1.01,1007.58,995.73,978.50,7.33,0.67,3.00,1006.67,2.67
0270,261599,1854,10,6,100,1,1000.00,359.82,1822,329,194.88,664,2.13,5.00,1.23,1135.25,923.92,694.50,0.00,0.00,1.00,1126.00,1.00
0271,114086,1866,10,5,100,5,1000.00,77.88,1137,866,91.55,264,4.23,6.00,1.00,998.94,1000.59,1028.50,6.00,1.28,2.20,985.00,1.80
0272,87957,1881,10,5,100,5,1000.00,44.19,1072,914,51.31,144,5.57,2.00,1.00,998.69,1000.73,976.25,6.80,1.87,1.80,997.20,1.40
0273,91068,1868,10,7,100,5,1000.00,193.90,1302,677,241.90,616,5.47,4.00,0.95,969.14,1017.36,1034.50,5.60,1.68,2.60,1021.60,1.80
0274,473945,1863,10,2,100,1,1000.00,571.80,2532,288,494.90,1856,2.13,7.00,0.92,948.69,1028.86,1137.25,0.00,0.00,6.00,371.00,10.00
0275,183783,1880,10,5,100,2,1000.00,200.16,1558,693,81.40,360,1.75,4.00,1.11,1067.08,962.27,850.75,2.00,0.00,8.00,701.50,10.00
0276,291502,1829,10,8,100,1,1000.00,478.60,2288,265,449.61,1677,3.64,7.00,0.97,979.67,1011.44,879.50,0.00,0.00,6.00,529.00,6.00
0277,483693,1877,10,2,100,3,1000.00,287.71,1493,519,298.58,906,4.63,6.00,1.03,1017.89,989.94,1095.75,7.00,0.00,2.50,813.00,1.50
0278,143159,1864,10,5,100,5,1000.00,258.41,2076,592,146.78,634,1.77,2.00,1.28,1163.67,907.94,760.75,6.40,2.43,3.00,970.00,4.40
0279,274743,1828,10,8,100,1,1000.00,290.89,1805,498,205.36,669,2.56,6.00,1.20,1117.58,933.86,730.25,0.00,0.00,6.00,1441.00,0.00
0280,108006,1876,10,3,100,2,1000.00,305.68,1945,579,295.57,816,5.49,8.00,0.95,966.83,1018.66,1118.00,9.00,0.00,4.50,861.50,2.50
0281,191731,1858,10,2,100,4,1000.00,594.18,2385,218,229.04,719,1.60,6.00,1.20,1118.89,933.12,661.00,8.00,0.00,4.00,1480.00,2.00
0282,195648,1873,10,2,100,5,1000.00,249.66,1728,546,185.91,673,2.10,4.00,1.10,1062.58,964.80,873.75,7.00,0.00,0.50,744.00,3.00
0283,274430,1840,10,3,100,1,1000.00,317.46,1733,602,229.49,906,2.48,5.00,0.93,954.22,1025.75,1159.25,0.00,0.00,6.00,644.00,4.00
0284,187519,1911,10,3,100,1,1000.00,395.55,1719,423,469.60,1181,4.35,4.00,0.94,959.03,1023.05,854.00,0.00,0.00,7.00,764.00,4.00
0285,193645,1897,10,3,100,2,1000.00,278.42,1829,564,138.70,412,1.88,8.00,0.99,995.75,1002.39,999.50,14.00,0.00,1.00,816.50,6.50
0286,117020,1901,10,5,100,4,1000.00,420.75,2497,523,133.92,591,2.18,8.00,0.88,916.81,1046.80,1072.00,4.67,1.89,1.00,992.00,4.75
0287,115505,1896,10,6,100,4,1000.00,127.72,1504,781,82.21,342,1.70,4.00,1.08,1049.06,972.41,933.75,8.17,3.07,3.75,1051.75,3.25
0288,111605,1866,10,7,100,2,1000.00,287.98,1511,540,308.42,880,4.88,4.00,0.96,972.53,1015.45,733.75,5.00,0.00,5.50,770.00,2.00
0289,171817,1837,10,8,100,1,1000.00,267.45,1501,414,117.12,553,2.71,8.00,1.13,1081.86,953.95,799.00,0.00,0.00,8.00,1501.00,0.00
0290,93821,1869,10,4,100,3,1000.00,205.65,1308,624,246.06,668,4.86,6.00,0.97,980.89,1010.75,1106.75,6.67,1.33,1.33,972.00,2.33
0291,222580,1868,10,3,100,1,1000.00,485.09,2206,235,402.23,1236,2.15,2.00,1.78,1391.44,779.81,593.50,0.00,0.00,7.00,998.00,3.00
0292,483207,1882,10,2,100,2,1000.00,448.29,1930,343,540.09,1511,4.25,4.00,0.94,963.97,1020.27,803.25,5.00,0.00,5.50,410.00,1.00
0293,154200,1890,10,7,100,2,1000.00,251.55,1495,589,73.42,256,1.60,6.00,1.07,1043.81,975.36,854.75,5.00,0.00,6.50,958.00,3.50
0294,144429,1893,10,3,100,3,1000.00,330.41,2465,669,158.40,974,1.59,4.00,1.00,998.44,1000.88,865.75,6.00,0.77,3.67,937.00,4.67
0295,175267,1889,10,7,100,2,1000.00,269.45,1679,510,145.49,448,2.61,8.00,1.00,997.97,1001.14,990.00,6.00,0.00,5.00,1361.50,0.00
0296,176937,1854,10,7,100,2,1000.00,403.35,1769,435,444.88,1311,4.35,5.00,0.97,983.78,1009.12,990.00,4.00,0.00,5.00,932.50,1.50
0297,220265,1868,10,2,100,5,1000.00,212.13,1655,635,103.57,328,1.74,5.00,1.07,1041.94,976.41,909.25,1.00,0.00,5.50,1129.00,1.50
0298,125675,1841,10,8,100,2,1000.00,208.57,1351,624,227.02,711,5.64,6.00,0.90,934.92,1036.61,853.00,5.00,0.00,1.50,996.00,2.50
0299,100619,1875,10,4,100,2,1000.00,245.61,1825,596,206.27,588,2.33,7.00,0.99,994.81,1002.92,1073.00,5.00,0.00,4.50,929.50,4.50
0300,143188,1866,10,2,100,5,1000.00,365.09,1690,439,435.44,1105,4.05,7.00,1.09,1056.61,968.16,1166.75,4.00,0.00,7.00,999.50,2.00
0301,108526,1877,10,5,100,5,1000.00,415.97,1791,378,535.61,1368,4.17,2.00,1.05,1031.42,982.33,721.75,7.20,0.88,2.40,1137.00,1.60
0302,422907,1866,10,2,100,1,1000.00,173.83,1311,751,202.77,555,3.59,2.00,1.04,1026.97,984.83,997.25,0.00,0.00,5.00,939.00,3.00
0303,107481,1864,10,3,100,4,1000.00,471.02,2174,445,227.73,778,1.79,5.00,1.26,1150.39,915.41,717.75,6.67,1.84,1.33,1380.33,2.33
0304,100199,1871,10,5,100,2,1000.00,562.96,2039,281,609.44,1749,4.84,8.00,1.07,1042.53,976.08,890.25,10.00,0.00,2.00,711.50,1.00
0305,88782,1881,10,4,100,5,1000.00,229.31,1499,717,163.14,728,2.20,2.00,1.22,1128.97,927.45,879.75,2.67,1.03,5.00,817.25,4.00
0306,161097,1898,10,7,100,3,1000.00,383.11,2094,485,167.50,587,1.77,5.00,1.03,1015.89,991.06,753.25,6.67,2.52,1.67,682.33,5.00
0307,280521,1842,10,2,100,4,1000.00,529.57,1955,270,618.62,1606,3.40,3.00,1.16,1095.19,946.45,802.00,3.00,0.00,4.50,1323.50,0.50
0308,123498,1861,10,2,100,3,1000.00,623.51,3520,615,191.19,1324,1.55,4.00,1.05,1033.36,981.23,711.75,4.00,0.00,6.00,1876.50,1.50
0309,273495,1859,10,2,100,1,1000.00,261.54,2012,618,153.59,510,1.70,8.00,1.02,1012.81,992.80,1027.50,0.00,0.00,8.00,944.00,6.00
0310,178943,1882,10,3,100,5,1000.00,285.60,1333,685,77.56,641,3.49,3.00,1.15,1088.31,950.33,863.25,6.00,1.33,2.33,1085.33,2.33
0311,80740,1852,10,5,100,2,1000.00,430.27,3178,521,242.62,1101,3.85,8.00,0.87,913.58,1048.61,1183.50,12.00,0.00,2.00,1685.50,1.50
0312,159364,1865,10,5,100,2,1000.00,76.71,1117,862,87.48,243,4.20,7.00,1.01,1007.06,996.03,998.00,2.00,0.00,3.00,1009.50,2.00
0313,106673,1874,10,5,100,3,1000.00,542.77,2067,319,655.62,1744,4.30,6.00,1.11,1065.56,963.12,1146.25,8.00,0.88,3.00,1500.33,1.00
0314,115212,1887,10,4,100,3,1000.00,200.62,1854,721,79.88,477,1.45,4.00,1.08,1047.69,973.17,880.00,5.33,0.84,4.33,1125.67,2.33
0315,174184,1840,10,6,100,1,1000.00,587.04,2409,193,390.07,1792,2.51,8.00,1.05,1032.92,981.48,781.50,0.00,0.00,7.00,1356.00,1.00
0316,364461,1832,10,8,100,1,1000.00,288.45,1899,670,92.72,591,1.64,7.00,1.07,1043.75,975.39,893.25,0.00,0.00,6.00,777.00,10.00
0317,117887,1877,10,2,100,4,1000.00,249.67,1455,621,313.38,803,4.99,5.00,0.92,950.06,1028.09,957.50,17.00,0.00,0.50,796.00,1.50
0318,59575,1880,10,6,100,3,1000.00,386.61,2206,449,307.03,1205,4.05,5.00,1.03,1020.19,988.64,1217.25,8.00,1.45,4.00,556.67,3.67
0319,112436,1863,10,8,100,5,1000.00,151.18,1239,732,162.97,480,4.48,4.00,0.97,983.11,1009.50,946.00,6.00,2.10,2.80,983.60,1.20
0320,187994,1875,10,7,100,3,1000.00,148.49,1467,693,103.48,314,3.02,2.00,1.18,1108.36,939.05,811.00,6.00,1.68,1.33,1091.67,0.67
0321,285197,1855,10,5,100,1,1000.00,290.82,1976,473,142.02,689,1.69,3.00,1.19,1112.50,936.72,776.75,0.00,0.00,4.00,1269.00,2.00
0322,107432,1853,10,6,100,3,1000.00,408.70,1847,418,434.99,1364,5.01,4.00,0.92,947.56,1029.50,923.50,9.33,2.83,1.33,1497.33,0.67
0323,421446,1879,10,2,100,4,1000.00,520.76,2459,229,389.19,1135,1.72,6.00,0.93,956.47,1024.48,1014.25,8.00,0.00,2.00,1761.00,2.50
0324,113584,1870,10,6,100,4,1000.00,309.84,1713,585,206.51,1046,2.86,4.00,0.98,987.36,1007.11,1131.00,4.17,1.65,2.25,1033.50,3.00
0325,227009,1846,10,3,100,1,1000.00,452.49,1958,232,141.44,724,2.48,6.00,1.13,1078.19,956.02,787.50,0.00,0.00,4.00,1736.00,0.00
0326,169432,1900,10,4,100,3,1000.00,598.73,2680,282,309.59,1590,2.48,7.00,0.96,973.81,1014.73,1154.50,8.67,2.91,2.33,516.00,5.67
0327,243399,1867,10,6,100,1,1000.00,305.66,1733,425,254.80,1172,1.98,5.00,1.13,1080.11,954.94,896.00,0.00,0.00,7.00,463.00,2.00
0328,99025,1870,10,5,100,4,1000.00,307.57,1858,558,194.39,601,1.90,7.00,1.13,1077.97,956.14,911.75,8.83,2.29,1.75,1084.25,3.50
0329,138269,1868,10,3,100,5,1000.00,293.47,1744,663,194.51,975,2.18,4.00,1.03,1020.67,988.38,896.00,6.67,1.07,2.33,1292.67,2.00
0330,355557,1881,10,2,100,5,1000.00,286.84,1971,562,283.19,1158,3.60,3.00,1.03,1016.11,990.94,970.25,6.00,0.00,1.00,892.00,1.50
0331,305447,1871,10,7,100,1,1000.00,366.88,1861,289,187.99,558,1.98,3.00,1.36,1203.81,885.36,622.25,0.00,0.00,3.00,917.00,3.00
